SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,LISTING_SOURCE
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,2,1,INE430N01022,2,INE430N01022,NSE_ONLY
VLEGOV,VL E-Governance & IT Solutions Limited,EQ,14-AUG-2023,10,1,INE03HW01020,10,INE03HW01020,NSE_ONLY
VMM,Vishal Mega Mart Limited,EQ,18-DEC-2024,10,1,INE01EA01019,10,INE01EA01019,NSE_ONLY
VMSTMT,VMS TMT Limited,EQ,24-SEP-2025,10,1,INE0SJA01013,10,INE0SJA01013,NSE_ONLY
VPRPL,Vishnu Prakash R Punglia Limited,EQ,05-SEP-2023,10,1,INE0AE001013,10,INE0AE001013,NSE_ONLY
VRAJ,Vraj Iron and Steel Limited,EQ,03-JUL-2024,10,1,INE0S2V01010,10,INE0S2V01010,NSE_ONLY
VSTL,Vibhor Steel Tubes Limited,EQ,20-FEB-2024,10,1,INE0QTF01015,10,INE0QTF01015,NSE_ONLY
VTL,Vardhman Textiles Limited,EQ,14-JAN-2003,2,1,INE825A01020,2,INE825A01020,NSE_ONLY
WAAREEENER,Waaree Energies Limited,EQ,28-OCT-2024,10,1,INE377N01017,10,INE377N01017,NSE_ONLY
WAAREEINDO,Indosolar Limited,BE,29-SEP-2010,10,1,INE866K01023,10,INE866K01023,NSE_ONLY
WAAREERTL,Waaree Renewable Technologies Limited,EQ,09-APR-2025,2,1,INE299N01021,2,INE299N01021,NSE_ONLY
WCIL,Western Carriers (India) Limited,EQ,24-SEP-2024,5,1,INE0CJF01024,5,INE0CJF01024,NSE_ONLY
WEALTH,Wealth First Portfolio Managers Limited,EQ,20-JAN-2021,10,1,INE658T01017,10,INE658T01017,NSE_ONLY
WEBELSOLAR,Websol Energy System Limited,EQ,15-MAY-2007,1,1,INE855C01023,1,INE855C01023,NSE_ONLY
WEL,Wonder Electricals Limited,EQ,17-JAN-2022,1,1,INE02WG01024,1,INE02WG01024,NSE_ONLY
WEWIN,WE WIN LIMITED,BE,15-JUN-2022,10,1,INE082W01014,10,INE082W01014,NSE_ONLY
WEWORK,WeWork India Management Limited,EQ,10-OCT-2025,10,1,INE085001019,10,INE085001019,NSE_ONLY
WINDLAS,Windlas Biotech Limited,EQ,16-AUG-2021,5,1,INE0H5O01029,5,INE0H5O01029,NSE_ONLY
WIPL,The Western India Plywoods Limited,EQ,17-APR-2017,10,1,INE215F01023,10,INE215F01023,NSE_ONLY
WORTHPERI,Worth Peripherals Limited,EQ,04-AUG-2020,10,1,INE196Y01018,10,INE196Y01018,NSE_ONLY
XELPMOC,Xelpmoc Design And Tech Limited,BE,04-FEB-2019,10,1,INE01P501012,10,INE01P501012,NSE_ONLY
YASHO,Yasho Industries Limited,EQ,21-AUG-2023,10,1,INE616Z01012,10,INE616Z01012,NSE_ONLY
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023,10,1,INE0JO301016,10,INE0JO301016,NSE_ONLY
YATRA,Yatra Online Limited,EQ,28-SEP-2023,1,1,INE0JR601024,1,INE0JR601024,NSE_ONLY
YESBANK,Yes Bank Limited,EQ,12-JUL-2005,2,1,INE528G01035,2,INE528G01035,NSE_ONLY
YUKEN,Yuken India Limited,EQ,02-SEP-2021,10,1,INE384C01016,10,INE384C01016,NSE_ONLY
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023,1,1,INE07K301024,1,INE07K301024,NSE_ONLY
ZENSARTECH,Zensar Technologies Limited,EQ,09-JUL-2003,2,1,INE520A01027,2,INE520A01027,NSE_ONLY
ZIMLAB,Zim Laboratories Limited,EQ,25-NOV-2022,10,1,INE518E01015,10,INE518E01015,NSE_ONLY
ZODIAC,Zodiac Energy Limited,EQ,14-DEC-2021,10,1,INE761Y01019,10,INE761Y01019,NSE_ONLY
ZOTA,Zota Health Care LImited,EQ,19-AUG-2019,10,1,INE358U01012,10,INE358U01012,NSE_ONLY
ZYDUSWELL,Zydus Wellness Limited,EQ,13-NOV-2009,2,1,INE768C01028,2,INE768C01028,NSE_ONLY
